,Tweet_ID,fav_count,retweet_count
206,851953902622658560,0,10328
207,851861385021730816,0,23
208,851591660324737024,16926,3710
209,851464819735769094,25365,7581
210,851224888060895234,21617,6143
211,850753642995093505,32508,9979
212,850380195714523136,13671,2800
213,850333567704068097,3579,356
214,850145622816686080,17110,4106
215,850019790995546112,21454,5266
216,849776966551130114,31954,8187
217,849668094696017920,0,5344
218,849412302885593088,16650,3378
219,849336543269576704,11998,2037
220,849051919805034497,44582,9193
221,848690551926992896,26484,4655
222,848324959059550208,26029,4959
223,848213670039564288,8592,806
224,848212111729840128,17187,3329
225,847978865427394560,0,3517
226,847971574464610304,0,464
227,847962785489326080,24734,5528
228,847842811428974592,5771,1454
229,847617282490613760,7383,454
230,847606175596138505,19745,3659
231,847251039262605312,21519,4634
232,847157206088847362,21060,6335
233,847116187444137987,22575,3449
234,846874817362120707,21175,4245
235,846514051647705089,47176,12565
236,846505985330044928,14946,3353
237,846153765933735936,33499,9816
238,846139713627017216,32564,10662
239,846042936437604353,16880,3124
240,845812042753855489,30958,9483
241,845677943972139009,26532,5188
242,845397057150107648,8053,1976
243,845306882940190720,24656,5851
244,845098359547420673,0,8330
245,844979544864018432,14428,2811
246,844973813909606400,15999,3491
247,844704788403113984,40979,11236
248,844580511645339650,17419,3411
249,844223788422217728,14412,2384
250,843981021012017153,15990,3176
251,843856843873095681,22657,5018
252,843604394117681152,17884,2983
253,843235543001513987,22766,6589
254,842846295480000512,16125,3901
255,842765311967449089,7151,1389
256,842535590457499648,19180,3807
257,842163532590374912,25965,6325
258,842115215311396866,14857,3291
259,841833993020538882,0,16803
260,841680585030541313,27203,8447
261,841439858740625411,13415,4010
262,841320156043304961,20956,5919
263,841314665196081154,16862,5137
264,841077006473256960,24327,5781
265,840761248237133825,0,1919
266,840728873075638272,0,17721
267,840698636975636481,192,3
268,840696689258311684,13082,1078
269,840632337062862849,9543,1919
270,840370681858686976,17493,4984
271,840268004936019968,20488,6262
272,839990271299457024,14282,2511
273,839549326359670784,29280,8499
274,839290600511926273,0,155
275,839239871831150596,28944,7176
276,838952994649550848,20883,4359
277,838921590096166913,11899,2273
278,838916489579200512,0,37
279,838831947270979586,0,12143
280,838561493054533637,11609,1454
281,838476387338051585,24087,5278
282,838201503651401729,0,11096
283,838150277551247360,1787,358
284,838085839343206401,148,0
285,838083903487373313,18785,3453
286,837820167694528512,36456,8642
287,837482249356513284,4093,485
288,837471256429613056,13652,2536
289,837366284874571778,22544,5807
290,837110210464448512,17085,2628
291,836989968035819520,13578,2516
292,836753516572119041,20517,5065
293,836677758902222849,13456,2438
294,836648853927522308,0,607
295,836397794269200385,0,30320
296,836380477523124226,15706,3231
297,836260088725786625,22681,4702
298,836001077879255040,20393,4724
299,835685285446955009,0,8999
300,835574547218894849,19003,3985
301,835536468978302976,0,1869
302,835309094223372289,0,23139
303,835297930240217089,17498,3286
304,835264098648616962,8292,1869
305,835246439529840640,2229,80
306,835172783151792128,27906,6320
307,835152434251116546,24007,3330
308,834931633769889797,11585,1813
309,834786237630337024,22560,6006
310,834574053763584002,14651,2791
311,834477809192075265,0,11746
312,834458053273591808,10276,1843
313,834209720923721728,22035,5285
314,834167344700198914,16838,3996
315,834089966724603904,10742,2347
316,834086379323871233,13953,2435
317,833863086058651648,14346,2654
318,833826103416520705,16404,3787
319,833732339549220864,0,240
320,833722901757046785,22096,3527
321,833479644947025920,15916,2280
322,833124694597443584,21612,5344
323,832998151111966721,14245,2445
324,832769181346996225,0,42
325,832757312314028032,17994,3993
326,832682457690300417,12717,3240
327,832645525019123713,3126,573
328,832636094638288896,16985,3084
329,832397543355072512,12797,2463
330,832369877331693569,18369,3517
331,832273440279240704,12106,2578
332,832215909146226688,0,6830
333,832215726631055365,0,10346
334,832088576586297345,72,2
335,832040443403784192,0,10743
336,832032802820481025,19145,5154
337,831939777352105988,25722,6790
338,831926988323639298,365,36
339,831911600680497154,29647,7209
340,831670449226514432,11193,2002
341,831650051525054464,7699,2162
342,831552930092285952,9667,2541
343,831322785565769729,9836,1684
344,831315979191906304,6976,1231
345,831309418084069378,12552,2691
346,831262627380748289,12782,2268
347,830956169170665475,8551,1663
348,830583320585068544,71786,18648
349,830173239259324417,0,6317
350,830097400375152640,10538,3340
351,829878982036299777,0,5558
352,829861396166877184,13146,2175
353,829501995190984704,34076,11746
354,829449946868879360,11238,2251
355,829374341691346946,37210,10328
356,829141528400556032,26344,8216
357,829011960981237760,56906,17988
358,828801551087042563,0,3771
359,828770345708580865,27453,6513
360,828708714936930305,39310,12433
361,828650029636317184,10214,1489
362,828409743546925057,6747,1272
363,828408677031882754,8203,1418
364,828381636999917570,13561,2459
365,828376505180889089,7940,1180
366,828372645993398273,13463,3247
367,828361771580813312,2355,189
368,828046555563323392,12650,3170
369,828011680017821696,11133,2374
370,827933404142436356,21669,5793
371,827653905312006145,16614,3328
372,827600520311402496,7977,1050
373,827324948884643840,17100,3400
374,827199976799354881,11382,2488
375,826958653328592898,23247,5558
376,826848821049180160,39308,11400
377,826615380357632002,0,4369
378,826598799820865537,5510,282
379,826598365270007810,10837,2604
380,826476773533745153,19821,4664
381,826240494070030336,14278,2876
382,826204788643753985,5246,1043
383,826115272272650244,16886,3477
384,825876512159186944,11277,2077
385,825829644528148480,13716,2764
386,825535076884762624,56065,19125
387,825147591692263424,19720,5092
388,825120256414846976,0,1432
389,825026590719483904,6857,1432
390,824796380199809024,0,6099
391,824775126675836928,16148,3928
392,824663926340194305,10851,1932
393,824325613288833024,12692,11560
394,824297048279236611,16206,4295
395,824025158776213504,5151,658
396,823939628516474880,11494,3014
397,823719002937630720,0,12535
398,823699002998870016,13563,2690
399,823581115634085888,14061,2949
400,823333489516937216,752,29
401,823322678127919110,16991,4487
402,823269594223824897,0,10985
403,822975315408461824,18690,3829
404,822872901745569793,143001,48962
405,822859134160621569,14258,2544
406,822647212903690241,0,7139
407,822610361945911296,15945,3299
408,822489057087389700,19601,7139
409,822462944365645825,30886,16459
410,822244816520155136,37884,10985
411,822163064745328640,0,5375
412,821886076407029760,12286,2613
413,821813639212650496,0,3729
414,821765923262631936,9115,1853
415,821522889702862852,8665,1966
416,821421320206483457,0,6239
417,821407182352777218,12744,4867
418,821153421864615936,276,10
419,821149554670182400,9449,2248
420,821107785811234820,10393,2377
421,821044531881721856,13669,2552
422,820837357901512704,0,7476
423,820749716845686786,34167,11096
424,820690176645140481,13208,3597
425,820494788566847489,0,633
426,820446719150292993,0,2881
427,820314633777061888,3607,633
428,820078625395449857,21417,7016
429,820013781606658049,0,1322
430,819952236453363712,5763,1322
431,819924195358416896,13934,5409
432,819711362133872643,14563,3502
433,819588359383371776,10357,2196
434,819347104292290561,7816,1341
435,819238181065359361,2484,452
436,819227688460238848,25027,7476
437,819015337530290176,0,40921
438,819015331746349057,0,21107
439,819006400881917954,48836,21107
440,819004803107983360,93482,40921
441,818646164899774465,0,23306
442,818627210458333184,24049,8325
443,818614493328580609,10683,2887
444,818588835076603904,0,6885
445,818536468981415936,11839,2772
446,818307523543449600,0,9083
447,818259473185828864,11939,2546
448,818145370475810820,13321,2901
449,817908911860748288,5238,882
450,817827839487737858,56238,30320
451,817777686764523521,11585,2978
452,817536400337801217,12794,3396
453,817502432452313088,0,3801
454,817423860136083457,37174,16803
455,817415592588222464,6100,1079
456,817181837579653120,0,9538
457,817171292965273600,9461,2250
458,817120970343411712,13173,2927
459,817056546584727552,9284,1848
460,816829038950027264,0,5293
461,816816676327063552,10834,2282
462,816697700272001025,10629,2459
463,816450570814898180,33167,9083
464,816336735214911488,9345,2189
465,816091915477250048,9685,2410
466,816062466425819140,0,1175
467,816014286006976512,0,5951
468,815990720817401858,5422,1175
469,815966073409433600,24396,9538
470,815745968457060357,0,4628
471,815736392542261248,10682,2539
472,815639385530101762,8925,1844
473,815390420867969024,11217,4257
474,814986499976527872,8292,1447
475,814638523311648768,12245,3035
476,814578408554463233,0,6527
477,814530161257443328,9417,2077
478,814153002265309185,31212,9746
479,813944609378369540,0,3613
480,813910438903693312,10086,2111
481,813812741911748608,39478,15723
482,813800681631023104,9069,1977
483,813217897535406080,20322,8171
484,813202720496779264,9974,2016
485,813187593374461952,21575,4900
486,813172488309972993,10146,2157
487,813157409116065792,8420,2483
488,813142292504645637,9134,2643
489,813130366689148928,4852,496
490,813127251579564032,12901,3513
491,813112105746448384,11231,3096
492,813096984823349248,11439,4054
493,813081950185472002,10730,3110
494,813066809284972545,8637,2180
495,813051746834595840,22774,8216
496,812781120811126785,8227,2139
497,812747805718642688,0,7795
498,812709060537683968,7204,1607
499,812503143955202048,6616,1375
500,812466873996607488,8701,2163
501,812372279581671427,14887,4118
502,811985624773361665,7906,1580
503,811744202451197953,8213,1812
504,811647686436880384,6062,832
505,811627233043480576,13941,3518
506,811386762094317568,22746,7186
507,810984652412424192,5812,1606
508,810896069567610880,9849,2007
509,810657578271330305,11926,2959
510,810284430598270976,38623,12848
511,810254108431155201,15972,3771
512,809920764300447744,16857,4369
513,809808892968534016,0,5516
514,809448704142938112,7537,1654
515,809220051211603969,21689,6317
516,809084759137812480,14382,3939
517,808838249661788160,10994,3415
518,808733504066486276,8601,2434
519,808501579447930884,12284,2914
520,808344865868283904,46256,23306
521,808134635716833280,0,6707
522,808106460588765185,9490,2453
523,808001312164028416,13689,3960
524,807621403335917568,15876,4137
525,807106840509214720,122698,60919
526,807059379405148160,0,8251
527,807010152071229440,14176,4285
528,806629075125202948,81906,39295
529,806620845233815552,0,6202
530,806576416489959424,5272,2167
531,806542213899489280,11122,2665
532,806242860592926720,0,13157
533,806219024703037440,6987,1348
534,805958939288408065,0,6039
535,805932879469572096,9001,2133
536,805826884734976000,7165,2061
537,805823200554876929,0,9069
538,805520635690676224,6241,1857
539,805487436403003392,9546,2844
540,805207613751304193,8475,1907
541,804738756058218496,14967,4329
542,804475857670639616,6708,2263
543,804413760345620481,0,3613
544,804026241225523202,48596,18234
545,803773340896923648,10959,3109
546,803692223237865472,0,8356
547,803638050916102144,11978,4666
548,803380650405482500,8448,2086
549,803321560782307329,0,6004
550,803276597545603072,10932,2777
551,802952499103731712,9828,2251
552,802624713319034886,0,3290
553,802600418706604034,7758,1648
554,802572683846291456,9748,2820
555,802323869084381190,17721,6576
556,802265048156610565,6908,1523
557,802239329049477120,9881,2927
558,802185808107208704,0,302
559,801958328846974976,8429,1922
560,801854953262350336,1917,262
561,801538201127157760,8934,2314
562,801285448605831168,6610,934
563,801167903437357056,26733,6707
564,801127390143516673,0,4475
565,801115127852503040,8801,2351
566,800859414831898624,753,108
567,800855607700029440,0,1834
568,800751577355128832,11440,3118
569,800513324630806528,14328,3386
570,800459316964663297,10300,2414
571,800443802682937345,0,4864
572,800388270626521089,12157,3148
573,800188575492947969,0,4431
574,800141422401830912,16684,2881
575,800018252395122689,30968,14834
576,799774291445383169,0,5277
577,799757965289017345,9169,2430
578,799422933579902976,8772,2148
579,799308762079035393,0,6234
580,799297110730567681,10817,3124
581,799063482566066176,8818,2765
582,798933969379225600,14365,5045
583,798925684722855936,8094,1614
584,798705661114773508,0,7458
585,798701998996647937,0,8803
586,798697898615730177,0,7327
587,798694562394996736,0,5597
588,798686750113755136,0,2611
589,798682547630837760,0,5328
590,798673117451325440,0,6246
591,798665375516884993,0,4374
592,798644042770751489,0,2083
593,798628517273620480,0,2211
594,798585098161549313,0,6431
595,798576900688019456,0,6637
596,798340744599797760,0,3786
597,798209839306514432,11313,2866
598,797971864723324932,12707,3532
599,797545162159308800,15838,5458
600,797236660651966464,21817,7457
601,797165961484890113,249,31
602,796904159865868288,0,10033
603,796865951799083009,8367,2136
604,796759840936919040,12946,3440
605,796563435802726400,0,8238
606,796484825502875648,8272,1980
607,796387464403357696,12029,4685
608,796177847564038144,0,16116
609,796149749086875649,35330,16116
610,796125600683540480,5402,2008
611,796116448414461957,9916,2723
612,796080075804475393,9223,2602
613,796031486298386433,11786,4155
614,795464331001561088,54393,26825
615,795400264262053889,11023,3227
616,795076730285391872,17718,6099
617,794983741416415232,0,3803
618,794926597468000259,11218,2606
619,794355576146903043,0,11586
620,794332329137291264,10434,2976
621,794205286408003585,10046,3736
622,793962221541933056,18386,5516
623,793845145112371200,10044,2112
624,793614319594401792,0,3524
625,793601777308463104,8699,1843
626,793500921481273345,11673,2684
627,793286476301799424,26881,10346
628,793271401113350145,9425,2655
629,793256262322548741,21795,9366
630,793241302385262592,11497,3696
631,793226087023144960,10730,3221
632,793210959003287553,9746,3166
633,793195938047070209,16671,6326
634,793180763617361921,7547,2234
635,793165685325201412,10255,3128
636,793150605191548928,6738,1923
637,793135492858580992,7043,2791
638,793120401413079041,13847,4384
639,792913359805018113,15663,4520
640,792883833364439040,12344,4804
641,792773781206999040,8020,1888
642,792394556390137856,14735,4821
643,792050063153438720,7837,2020
644,791821351946420224,0,23651
645,791784077045166082,0,10882
646,791780927877898241,0,4271
647,791774931465953280,49212,25000
648,791672322847637504,12821,3524
649,791406955684368384,14335,4628
650,791312159183634433,9591,2857
651,791026214425268224,0,4644
652,790987426131050500,10808,2404
653,790946055508652032,18124,5293
654,790723298204217344,0,2610
655,790698755171364864,8943,2142
656,790581949425475584,22572,8056
657,790337589677002753,8534,2099
658,790277117346975746,13702,3613
659,790227638568808452,0,4026
660,789986466051088384,10107,2610
661,789960241177853952,0,4674
662,789903600034189313,11356,4652
663,789628658055020548,8217,1997
664,789599242079838210,7397,2175
665,789530877013393408,12841,3803
666,789314372632018944,9399,2593
667,789280767834746880,0,5577
668,789268448748703744,9949,2912
669,789137962068021249,10591,3137
670,788908386943430656,29879,13947
671,788765914992902144,29943,11586
672,788552643979468800,0,8131
673,788412144018661376,17003,5960
674,788178268662984705,7892,2385
675,788150585577050112,6712,1461
676,788070120937619456,0,3833
677,788039637453406209,6703,1491
678,787810552592695296,9470,3429
679,787717603741622272,11131,3125
680,787397959788929025,11815,3184
681,787322443945877504,8506,1959
682,787111942498508800,0,7535
683,786963064373534720,28972,8999
684,786729988674449408,0,2726
685,786709082849828864,19836,6830
686,786664955043049472,11641,2884
687,786595970293370880,10255,3488
688,786363235746385920,11895,3939
689,786286427768250368,8697,3220
690,786233965241827333,16709,5375
691,786051337297522688,1567,174
692,786036967502913536,0,7935
693,785927819176054784,12390,3542
694,785872687017132033,7287,2053
695,785639753186217984,8518,2485
696,785533386513321988,9940,2262
697,785515384317313025,6651,1421
698,785264754247995392,7915,1845
699,785170936622350336,13187,5462
700,784826020293709826,11057,3613
701,784517518371221505,9777,2849
702,784431430411685888,6201,1437
703,784183165795655680,21925,9069
704,784057939640352768,32582,12535
705,783839966405230592,32761,12143
706,783821107061198850,8016,2207
707,783695101801398276,11367,3611
708,783466772167098368,9214,2529
709,783391753726550016,18398,6196
710,783347506784731136,0,6304
711,783334639985389568,31827,13157
712,783085703974514689,8856,2488
713,782969140009107456,26283,8251
714,782747134529531904,8125,1565
715,782722598790725632,18782,6039
716,782598640137187329,8477,2105
717,782305867769217024,18135,6239
718,782021823840026624,0,6995
719,781955203444699136,12075,3770
720,781661882474196992,11371,3039
721,781655249211752448,4358,1254
722,781524693396357120,22572,6202
723,781308096455073793,7762,2860
724,781251288990355457,9183,2357
725,781163403222056960,10627,3051
726,780931614150983680,23543,8238
727,780858289093574656,7815,2234
728,780800785462489090,6001,1456
729,780601303617732608,13152,3729
730,780543529827336192,6849,1947
731,780496263422808064,0,4164
732,780476555013349377,0,132
733,780459368902959104,5748,1191
734,780192070812196864,9473,2511
735,780092040432480260,0,2577
736,780074436359819264,13330,5597
737,779834332596887552,20693,7935
738,779377524342161408,9599,3487
739,779124354206535695,0,20601
740,779123168116150273,12833,4080
741,779056095788752897,16084,5073
742,778990705243029504,21775,8160
743,778774459159379968,0,11155
744,778764940568104960,933,409
745,778748913645780993,7496,1495
746,778650543019483137,6275,1676
747,778624900596654080,5053,1133
748,778408200802557953,14813,4872
749,778396591732486144,0,13706
750,778383385161035776,6352,1228
751,778286810187399168,11272,3701
752,778039087836069888,9193,2956
753,778027034220126208,7125,1817
754,777953400541634568,0,3939
755,777885040357281792,6899,1837
756,777684233540206592,12197,3290
757,777641927919427584,0,4766
758,777621514455814149,9513,2790
759,777189768882946048,15540,4832
760,776819012571455488,0,15329
761,776813020089548800,5304,1351
762,776477788987613185,9624,3139
763,776249906839351296,0,10250
764,776218204058357768,32574,17843
765,776201521193218049,10417,2814
766,776113305656188928,12744,4864
767,776088319444877312,1992,171
768,775898661951791106,0,17289
769,775842724423557120,12722,2998
770,775733305207554048,15020,4475
771,775729183532220416,14017,5114
772,775364825476165632,8064,3338
773,775350846108426240,11015,4376
774,775085132600442880,16870,5277
775,774757898236878852,9250,1971
776,774639387460112384,7279,1944
777,774314403806253056,23607,6234
778,773985732834758656,11653,4340
779,773922284943896577,6931,1928
780,773704687002451968,7146,1829
781,773670353721753600,5769,1445
782,773547596996571136,23911,6885
783,773336787167145985,0,5692
784,773308824254029826,25168,8330
785,773247561583001600,10173,3576
786,773191612633579521,10824,4585
787,772877495989305348,9307,4331
788,772826264096874500,8648,2592
789,772615324260794368,0,3754
790,772581559778025472,7017,1889
791,772193107915964416,6514,1545
792,772152991789019136,4091,1255
793,772117678702071809,4060,815
794,772114945936949249,2935,525
795,772102971039580160,4341,1031
796,771908950375665664,7113,2113
797,771770456517009408,13016,3786
798,771500966810099713,8953,2915
799,771380798096281600,11408,5692
800,771171053431250945,0,8414
801,771136648247640064,9961,3252
802,771102124360998913,6732,1601
803,771014301343748096,7445,1839
804,771004394259247104,0,246
805,770787852854652928,5368,1366
806,770772759874076672,5618,1573
807,770743923962707968,0,50717
808,770655142660169732,7934,1942
809,770414278348247044,6806,2295
810,770293558247038976,6751,1657
811,770093767776997377,0,3386
812,770069151037685760,8201,2563
813,769940425801170949,34066,10743
814,769695466921623552,6925,1853
815,769335591808995329,0,8546
816,769212283578875904,5842,1911
817,768970937022709760,15599,7279
818,768909767477751808,0,3010
819,768855141948723200,4546,993
820,768609597686943744,4459,1343
821,768596291618299904,5441,1416
822,768554158521745409,0,6480
823,768473857036525572,14716,3813
824,768193404517830656,11813,3939
825,767884188863397888,5141,1564
826,767754930266464257,17347,6004
827,767500508068192258,8082,2592
828,767191397493538821,13288,4251
829,767122157629476866,10931,3169
830,766864461642756096,0,6297
831,766793450729734144,5497,1515
832,766714921925144576,2804,427
833,766693177336135680,4362,877
834,766423258543644672,6514,1768
835,766313316352462849,7330,2097
836,766078092750233600,0,2880
837,766069199026450432,4629,968
838,766008592277377025,4042,551
839,765719909049503744,7815,2392
840,765669560888528897,5608,1356
841,765395769549590528,28471,3763
842,765371061932261376,7654,2387
843,765222098633691136,12566,3754
844,764857477905154048,6931,1961
845,764259802650378240,6546,1691
846,763956972077010945,795,59
847,763837565564780549,13648,4644
848,763183847194451968,5854,1647
849,763167063695355904,0,3357
850,763103485927849985,7953,2523
851,762699858130116608,13176,4026
852,762471784394268675,12200,7237
853,762464539388485633,11193,4674
854,762316489655476224,5214,1250
855,762035686371364864,34549,17329
856,761976711479193600,5836,2235
857,761750502866649088,0,4383
858,761745352076779520,4601,949
859,761672994376806400,53496,32238
860,761599872357261312,4460,1302
861,761371037149827077,0,19865
862,761334018830917632,5632,1606
863,761292947749015552,4829,1222
864,761227390836215808,5753,1715
865,761004547850530816,12172,3833
866,760893934457552897,4122,1074
867,760656994973933572,7127,2128
868,760641137271070720,5350,1433
869,760539183865880579,8186,4020
870,760521673607086080,4567,1548
871,760290219849637889,28908,12718
872,760252756032651264,4249,956
873,760190180481531904,6153,2008
874,760153949710192640,0,37
875,759943073749200896,6410,2316
876,759923798737051648,15854,6297
877,759846353224826880,7249,2200
878,759793422261743616,6437,2117
879,759566828574212096,0,23463
880,759557299618865152,5078,1302
881,759447681597108224,9183,2726
882,759446261539934208,1805,544
883,759197388317847553,6541,2150
884,759159934323924993,0,1301
885,759099523532779520,15676,4644
886,759047813560868866,7029,2234
887,758854675097526272,3827,989
888,758828659922702336,12053,4237
889,758740312047005698,6167,1768
890,758474966123810816,4121,1095
891,758467244762497024,5178,2464
892,758405701903519748,5607,2125
893,758355060040593408,3700,1198
894,758099635764359168,20734,11154
895,758041019896193024,2929,414
896,757741869644341248,7427,3593
897,757729163776290825,0,8979
898,757725642876129280,4887,1348
899,757611664640446465,4903,1235
900,757597904299253760,0,322
901,757596066325864448,4689,1172
902,757400162377592832,16353,7553
903,757393109802180609,6294,1928
904,757354760399941633,4872,1574
905,756998049151549440,6751,2199
906,756939218950160384,7165,2218
907,756651752796094464,5475,1462
908,756526248105566208,11231,4001
909,756303284449767430,4260,1196
910,756288534030475264,45900,19337
911,756275833623502848,6945,1697
912,755955933503782912,7909,3189
913,755206590534418437,17737,5948
914,755110668769038337,22871,12249
915,754874841593970688,0,8870
916,754856583969079297,7405,2782
917,754747087846248448,2777,576
918,754482103782404096,5711,2147
919,754449512966619136,4040,814
920,754120377874386944,8439,2578
921,754011816964026368,9483,3976
922,753655901052166144,6305,2412
923,753420520834629632,8528,3943
924,753398408988139520,6235,2115
925,753375668877008896,8201,2577
926,753298634498793472,0,6387
927,753294487569522689,3673,1152
928,753039830821511168,39995,23139
929,753026973505581056,4193,1076
930,752932432744185856,13615,7535
931,752917284578922496,7408,1734
932,752701944171524096,0,3186
933,752682090207055872,6474,1781
934,752660715232722944,4751,1742
935,752568224206688256,5982,2524
936,752519690950500352,7942,3790
937,752334515931054080,4112,1218
938,752309394570878976,0,18413
939,752173152931807232,6410,2039
940,751950017322246144,3317,1026
941,751937170840121344,5620,1483
942,751830394383790080,6254,2161
943,751793661361422336,6317,3228
944,751598357617971201,8501,3341
945,751583847268179968,4750,1232
